latitude,longitude,strength
-31.550543300041554,117.18799952161966,4.4678239378745
-30.342979079690167,116.94094874622554,5.559989875447056
-30.42847184210526,117.05421342105264,5.98391812865497
-30.574094513641754,117.30973824436536,6.571392595281569
-30.659329629629628,117.43355925925925,9.129629629629628
-31.161406841563785,118.2706304526749,3.9792504265955557
-31.24259770723104,118.4494242063492,4.222060552616108
-31.250078619598128,118.53287733278283,4.985268797186017
-31.299135400516796,118.70014470284238,4.5640071450856965
-31.337497619047618,118.79451238095238,4.568253968253968
-32.60341945996275,117.58868584729981,4.9444632881085395
-30.499139470622456,116.94702178592206,6.156253914612271
-30.442976608187134,117.01545350877193,7.829991645781119
-30.452816666666667,117.20363333333334,8.444444444444445
-30.461157028288135,117.29616186934966,3.9742603808267334
-30.498402291666668,117.36090166666668,5.869503968253968
-30.537642663476873,117.50755805422648,5.400048225451517
-30.570361687853108,117.57626084039548,4.978996784187954
-30.582,117.63645769230769,8.903846153846153
-30.55066119496855,117.74673556603773,5.153392316427431
-30.569493333333334,117.80976333333334,6.383333333333334
-30.613032857142855,117.90086904761904,6.804285714285714
-32.45151111111111,116.84638333333334,8.083333333333334
-32.53587222222222,116.82133333333333,5.916666666666667
-32.56899696969697,116.82067575757577,5.4386363636363635
-32.62626018518519,116.81091296296296,6.675000000000001
-32.651291666666665,116.79399166666667,8.25
-32.67361018518519,116.75025,6.5092592592592595
-32.736402777777776,116.71202222222223,9.541666666666666
-32.78391111111111,116.67125555555556,8.416666666666666
-32.810525,116.64127500000001,14.25
-32.86999743589744,116.59417564102566,6.5576923076923075
-32.90855555555556,116.58765,5.833333333333333
-32.97373333333333,116.57586666666667,7.821428571428571
-33.00967,116.56322666666668,6.05
-33.106791666666666,116.5387875,6.85625
-33.13909583333333,116.539575,5.5
-33.17219166666666,116.53245833333332,12.5
-33.215927083333334,116.53877916666667,7.21875
-33.29261,116.48450166666666,7.215000000000001
-33.35285,116.4824388888889,7.666666666666667
-33.46306333333333,116.48834333333335,9.1
-33.558299999999996,116.41975952380952,9.452380952380953
-33.58721333333333,116.40550333333333,9.4
-33.64135833333333,116.38655833333334,11.0
-33.66235694444445,116.37082777777778,7.554166666666667
-33.806378571428574,116.31872380952382,7.892857142857143
-33.83396111111111,116.48947222222222,8.333333333333334
-33.839933333333335,116.5498125,9.875
-33.848594444444444,116.62619444444444,6.583333333333333
-33.85470666666667,116.66596166666666,6.522499999999999
-33.88016666666667,116.8227962962963,7.222222222222222
-33.89556666666667,116.92107916666667,7.5
-33.92266666666667,117.06145000000001,11.0
-33.927679166666664,117.15415416666667,8.6875
-33.94539516129033,117.33583602150537,7.71236559139785
-33.93860465116279,117.45997248062017,10.829436964504284
-33.85992703400122,117.38376264420158,3.513302966575945
-33.764708339613165,117.38287089927154,4.87731819953188
-33.69806060606061,117.30525606060606,7.243181818181818
-33.65882916666666,117.27594375,7.028125
-33.488361805555556,117.19001631944445,6.835069444444444
-33.42041666666667,117.16121666666666,13.0
-33.33293333333333,117.12736666666666,15.875
-33.28120745614035,117.14541403508771,10.423245614035087
-33.23843333333333,117.13355,5.784722222222222
-33.280802084658326,117.0685940922903,4.044502744682977
-33.10427023809524,117.05427357142858,8.761071428571428
-32.98485565217391,116.97060289855074,6.290250444952963
-32.72377263972389,117.23929107103096,3.7379409659649707
-32.810090140186915,117.3641124610592,3.0814952141066114
-32.84141666666666,117.42810833333334,6.0
-32.88313333333333,117.50102222222222,7.166666666666667
-32.89885952380952,117.53166785714286,5.31577380952381
-32.93043333333333,117.64926666666668,6.5
-32.939166666666665,117.71227777777779,10.0
-32.95732142857143,117.79123333333334,6.371428571428572
-32.973679999999995,117.81666111111112,5.507499999999999
-32.946077197346604,117.87610779436153,4.964172194582642
-33.09037032967033,118.0060452991453,9.399206349206349
-33.072208134920636,118.10367996031746,4.414623363965469
-33.068988671411624,118.17435919335706,5.840727560300515
-33.10944444444445,118.2358148148148,8.37037037037037
-32.906676914660835,118.0473283916849,4.054905070567352
-32.87863529411764,117.98898065953655,5.336215092097445
-32.77116473233404,117.99613503925767,4.087666625762875
-32.693733333333334,117.82854,7.5
-32.59995833333333,117.72975833333334,10.71875
-32.54255555555555,117.70427222222222,4.657870370370371
-32.38637635220126,117.60373364779875,4.582935708212448
-31.830449166666668,117.81785285087719,5.7816171992804515
-31.93824411764706,117.84837885154062,6.496296753995716
-32.12950945025349,117.82240046736375,4.074556280207796
-32.255822932816535,117.64717009043929,5.790342377260981
-32.33095871794872,117.63352641025641,5.30025641025641
-32.60470424242424,117.4900737878788,5.108534024455077
-32.727917867867866,117.3880993993994,7.077927927927928
-31.694066666666664,117.06275833333333,8.3125
-31.763675448028675,117.82546577060931,4.519877413330923
-31.777597222222223,117.87986111111111,8.041666666666666
-31.840395833333332,117.96312291666666,7.03125
-31.98216360775704,118.0142643395536,4.551704665282045
-31.928154964539008,118.17550673758865,7.196985815602837
-32.00048666666667,118.27021333333334,10.15
-32.112854331450094,118.43037028828046,4.003079231967214
-32.16744,118.38858,10.5
-32.20623529411765,118.2854774509804,7.341176470588235
-32.24903348623853,118.23279785932722,5.165940366972477
-32.26822111111111,118.1514088888889,7.7266666666666675
-32.236191414141416,118.09167323232325,6.653030303030303
-32.29118888888889,118.06952777777776,10.083333333333334
-32.28753558558559,117.9842051870052,5.155493418855366
-32.528988517992424,117.95672086489898,4.630908652037254
-32.534644444444446,117.42399999999999,6.083333333333333
-32.56146784690608,117.38137137076379,4.567158910211964
-30.40987194899818,117.00039890710383,6.291894353369764
-30.93183141025641,118.30612756410257,6.470032051282051
-30.929195833333335,118.3423263888889,9.45138888888889
-30.96428005050505,118.34481376262626,3.610160942230232
-31.219771726190476,117.89923660714285,6.602678571428571
-31.2633131104034,117.83635138004246,5.50345389748256
-31.300671666666666,117.79336166666667,6.121666666666667
-31.326890322580645,117.764561827957,7.023655913978495
-31.06804833333333,117.21823666666667,5.045
-31.075130555555557,117.26226666666668,6.241666666666667
-31.30245628571429,117.86488539682539,3.758517269231334
-31.37643976377953,117.84746879265093,4.200197013260475
-31.472208974358974,117.79566538461539,8.579685143288085
-31.892183333333335,117.52567407407408,9.63888888888889
-31.16682704165094,117.28248510129609,4.662124578228601
-31.39352611111111,117.76206444444443,5.286388888888889
-31.43601,117.88759666666667,7.1
-31.446020238095237,118.03059732142857,4.215848214285715
-31.399706351414004,118.11165157626334,5.017390220031325
-31.791607738095237,118.28360019841269,4.447746598639456
-31.820487537537538,118.42161456456456,8.125975975975976
-31.888365141242936,118.45755531073448,4.191737288135593
-31.95646754385965,118.66916194331984,4.557270580296896
-32.09999666666667,118.98268,8.09
-32.127281770833335,119.029375,4.806901041666666
-32.15474432234432,119.07451831501831,4.8213369963369965
-32.20669259740259,118.8723167965368,3.7810169745729234
-32.205229894179894,118.77761534391534,4.001388888888889
-32.21541333333333,118.55965999999998,7.32
-32.23212546583851,118.48639337474121,4.672324582006715
-32.219265065502185,118.35213144104803,4.184722172662572
